pair1,pair2,list,subject,trial_study,trial_test,tType_study,tType_test,gonogo_answer
56,99,1,190,3,12,Binocular,Not Studied,nogo
8,153,1,190,7,11,CFS,CFS,go
85,25,1,190,6,9,Not Studied,Binocular,go
4,34,2,190,19,17,Not Studied,Binocular,go
147,146,2,190,21,21,Binocular,Binocular,go
107,64,2,190,17,22,Not Studied,Binocular,nogo
25,85,2,190,15,23,CFS,CFS,go
110,102,2,190,23,14,Binocular,Binocular,go
177,179,2,190,16,24,CFS,Not Studied,nogo
16,13,2,190,14,15,Not Studied,Not Studied,go
155,141,2,190,22,18,CFS,CFS,go
81,96,2,190,13,20,Binocular,CFS,nogo
161,163,2,190,20,13,Binocular,Not Studied,go
45,165,2,190,24,19,CFS,Not Studied,go
69,30,2,190,18,16,Not Studied,CFS,go
121,61,3,190,31,33,Not Studied,Binocular,go
95,66,3,190,26,29,Binocular,Binocular,go
174,131,3,190,30,26,Not Studied,Binocular,go
117,135,3,190,25,32,CFS,CFS,nogo
122,32,3,190,32,25,Binocular,Not Studied,go
113,76,3,190,35,31,CFS,Not Studied,go
97,151,3,190,36,27,Not Studied,Not Studied,go
111,125,3,190,27,30,CFS,CFS,go
163,161,3,190,34,36,Binocular,Not Studied,nogo
78,98,3,190,28,35,Binocular,CFS,go
52,26,3,190,29,28,CFS,CFS,go
11,103,3,190,33,34,Not Studied,Binocular,nogo
133,192,4,190,38,47,Not Studied,CFS,go
157,33,4,190,37,38,Binocular,Binocular,go
59,79,4,190,45,44,Not Studied,CFS,nogo
154,176,4,190,47,42,CFS,CFS,go
89,72,4,190,40,46,Binocular,Binocular,nogo
119,7,4,190,42,37,CFS,Not Studied,go
125,111,4,190,39,41,Not Studied,Binocular,go
139,14,4,190,46,48,CFS,Not Studied,nogo
64,107,4,190,44,45,Binocular,Binocular,go
43,44,4,190,43,40,Binocular,CFS,go
26,52,4,190,48,39,CFS,Not Studied,go
62,123,4,190,41,43,Not Studied,Not Studied,go
185,183,5,190,52,52,Not Studied,CFS,go
72,89,5,190,51,53,Binocular,Binocular,go
170,172,5,190,49,57,Not Studied,Binocular,go
151,97,5,190,59,49,CFS,Not Studied,go
124,100,5,190,56,60,Binocular,Not Studied,nogo
20,71,5,190,55,58,CFS,Binocular,nogo
71,20,5,190,53,59,Not Studied,CFS,go
86,29,5,190,50,54,CFS,CFS,go
98,78,5,190,60,55,Binocular,Not Studied,go
159,162,5,190,58,51,Binocular,Not Studied,go
144,140,5,190,54,56,CFS,CFS,nogo
181,184,5,190,57,50,Not Studied,Binocular,go
13,16,6,190,64,68,Not Studied,CFS,nogo
103,11,6,190,72,69,Binocular,Binocular,go
129,166,6,190,69,64,Not Studied,CFS,go
140,144,6,190,71,62,CFS,Binocular,go
150,156,6,190,61,70,Binocular,Binocular,nogo
128,143,6,190,67,66,CFS,CFS,go
90,57,6,190,62,72,Not Studied,Not Studied,nogo
162,159,6,190,65,71,CFS,CFS,go
123,62,6,190,70,63,Binocular,Not Studied,go
7,119,6,190,68,67,Binocular,Not Studied,go
73,68,6,190,63,65,CFS,Binocular,go
165,45,6,190,66,61,Not Studied,Not Studied,go
80,50,7,190,77,78,Not Studied,CFS,go
44,43,7,190,80,76,Binocular,CFS,go
31,47,7,190,73,77,Not Studied,Binocular,go
37,112,7,190,76,74,CFS,Binocular,go
79,59,7,190,84,82,Binocular,Binocular,nogo
166,129,7,190,81,75,CFS,Not Studied,go
58,74,7,190,83,73,Not Studied,Not Studied,go
99,56,7,190,78,80,CFS,CFS,nogo
47,31,7,190,82,79,Binocular,Not Studied,go
74,58,7,190,74,81,Binocular,Binocular,go
40,88,7,190,75,83,CFS,CFS,go
167,126,7,190,79,84,Not Studied,Not Studied,nogo
96,81,8,190,90,89,Not Studied,Binocular,go
137,28,8,190,87,92,Binocular,CFS,nogo
76,113,8,190,94,87,Not Studied,Not Studied,go
135,117,8,190,88,88,CFS,CFS,go
39,18,8,190,96,93,Binocular,Binocular,go
66,95,8,190,93,96,CFS,Not Studied,nogo
145,15,8,190,92,85,Not Studied,Not Studied,go
29,86,8,190,91,95,CFS,CFS,go
156,150,8,190,86,90,Binocular,CFS,go
68,73,8,190,95,86,Binocular,Binocular,go
23,53,8,190,85,91,CFS,Not Studied,go
115,118,8,190,89,94,Not Studied,Binocular,nogo
2,187,9,190,100,103,Not Studied,Not Studied,go
57,90,9,190,103,104,Binocular,CFS,nogo
179,177,9,190,106,99,Not Studied,Not Studied,go
126,167,9,190,98,102,CFS,CFS,go
112,37,9,190,104,107,Binocular,CFS,go
33,157,9,190,99,101,CFS,Binocular,go
100,124,9,190,101,106,Not Studied,Binocular,nogo
3,6,9,190,105,105,CFS,Binocular,go
176,154,9,190,108,100,Binocular,CFS,go
6,3,9,190,102,97,Binocular,Not Studied,go
28,137,9,190,107,108,CFS,Not Studied,nogo
131,174,9,190,97,98,Not Studied,Binocular,go
118,115,10,190,114,111,Not Studied,Not Studied,go
34,4,10,190,112,120,Binocular,Not Studied,nogo
146,147,10,190,120,119,Not Studied,CFS,go
60,191,10,190,116,109,CFS,Not Studied,go
19,189,10,190,113,117,Binocular,Binocular,go
14,139,10,190,117,114,CFS,CFS,go
102,110,10,190,111,116,Not Studied,CFS,nogo
30,69,10,190,118,118,CFS,Binocular,nogo
88,40,10,190,115,112,Binocular,CFS,go
15,145,10,190,109,110,Binocular,Binocular,go
18,39,10,190,110,113,CFS,Binocular,go
183,185,10,190,119,115,Not Studied,Not Studied,go
153,8,1,191,7,9,Binocular,CFS,nogo
50,80,1,191,9,7,CFS,Binocular,go
61,121,1,191,3,11,Binocular,Not Studied,go
32,122,1,191,11,2,Not Studied,CFS,go
53,23,1,191,6,10,CFS,CFS,go
143,128,1,191,8,1,Not Studied,Binocular,go
141,155,1,191,5,4,Binocular,Not Studied,nogo
184,181,1,191,10,12,Not Studied,Binocular,go
172,170,1,191,4,5,CFS,CFS,go
56,99,1,191,12,8,CFS,Not Studied,go
8,153,1,191,2,3,Not Studied,Binocular,nogo
85,25,1,191,1,6,Binocular,Not Studied,go
4,34,2,191,17,17,Binocular,CFS,go
147,146,2,191,24,15,CFS,Binocular,nogo
107,64,2,191,14,24,Binocular,Binocular,go
25,85,2,191,13,21,Not Studied,CFS,nogo
110,102,2,191,23,19,CFS,Binocular,go
177,179,2,191,22,18,Not Studied,Not Studied,go
16,13,2,191,19,16,Binocular,Not Studied,nogo
155,141,2,191,21,22,Not Studied,CFS,go
81,96,2,191,20,14,CFS,CFS,go
161,163,2,191,16,23,CFS,Not Studied,go
45,165,2,191,18,20,Not Studied,Not Studied,go
69,30,2,191,15,13,Binocular,Binocular,go
121,61,3,191,36,31,Binocular,Binocular,go
95,66,3,191,29,26,CFS,CFS,go
174,131,3,191,28,27,Binocular,Binocular,nogo
117,135,3,191,26,35,Not Studied,Not Studied,go
122,32,3,191,32,32,CFS,Not Studied,go
113,76,3,191,30,25,Not Studied,Binocular,go
97,151,3,191,27,30,Binocular,Not Studied,go
111,125,3,191,34,34,Not Studied,CFS,go
163,161,3,191,35,33,CFS,CFS,nogo
78,98,3,191,25,28,CFS,Not Studied,nogo
52,26,3,191,33,29,Not Studied,CFS,go
11,103,3,191,31,36,Binocular,Binocular,go
133,192,4,191,43,44,Binocular,Not Studied,go
157,33,4,191,44,48,CFS,Binocular,go
59,79,4,191,37,43,Binocular,Binocular,go
154,176,4,191,48,46,Not Studied,CFS,go
89,72,4,191,42,37,CFS,Binocular,go
119,7,4,191,47,47,Not Studied,Not Studied,go
125,111,4,191,40,38,Binocular,CFS,go
139,14,4,191,45,42,Not Studied,Not Studied,go
64,107,4,191,38,45,CFS,CFS,nogo
43,44,4,191,41,39,CFS,Binocular,nogo
26,52,4,191,39,41,Not Studied,CFS,go
62,123,4,191,46,40,Binocular,Not Studied,nogo
185,183,5,191,54,52,Binocular,Not Studied,nogo
72,89,5,191,58,59,CFS,Not Studied,go
170,172,5,191,59,50,Binocular,CFS,go
151,97,5,191,52,54,Not Studied,Not Studied,go
124,100,5,191,60,57,CFS,CFS,nogo
20,71,5,191,50,51,Not Studied,Binocular,nogo
71,20,5,191,51,56,Binocular,Not Studied,go
86,29,5,191,53,58,Not Studied,CFS,go
98,78,5,191,57,55,CFS,Binocular,go
159,162,5,191,55,60,CFS,Binocular,go
144,140,5,191,49,53,Not Studied,CFS,go
181,184,5,191,56,49,Binocular,Binocular,go
13,16,6,191,69,71,Binocular,Not Studied,go
103,11,6,191,68,61,CFS,Binocular,go
129,166,6,191,71,67,Binocular,Binocular,go
140,144,6,191,65,70,Not Studied,CFS,go
150,156,6,191,64,68,CFS,Not Studied,go
128,143,6,191,63,63,Not Studied,Binocular,nogo
90,57,6,191,72,66,Binocular,Not Studied,go
162,159,6,191,67,69,Not Studied,CFS,nogo
123,62,6,191,62,72,CFS,Binocular,go
7,119,6,191,61,65,CFS,CFS,go
73,68,6,191,66,62,Not Studied,CFS,go
165,45,6,191,70,64,Binocular,Not Studied,nogo
80,50,7,191,74,78,Binocular,Not Studied,go
44,43,7,191,78,84,CFS,Binocular,go
31,47,7,191,84,80,Binocular,Not Studied,go
37,112,7,191,79,76,Not Studied,Not Studied,nogo
79,59,7,191,76,74,CFS,CFS,go
166,129,7,191,73,75,Not Studied,Binocular,nogo
58,74,7,191,82,83,Binocular,Not Studied,go
99,56,7,191,83,82,Not Studied,CFS,go
47,31,7,191,81,81,CFS,CFS,nogo
74,58,7,191,75,79,CFS,Binocular,go
40,88,7,191,80,73,Not Studied,Binocular,go
167,126,7,191,77,77,Binocular,CFS,go
96,81,8,191,92,91,Binocular,Binocular,go
137,28,8,191,87,93,CFS,CFS,nogo
76,113,8,191,89,89,Binocular,CFS,go
135,117,8,191,94,95,Not Studied,Not Studied,go
39,18,8,191,93,86,CFS,CFS,go
66,95,8,191,95,87,Not Studied,Binocular,nogo
145,15,8,191,96,96,Binocular,Binocular,go
29,86,8,191,90,92,Not Studied,Not Studied,go
156,150,8,191,88,94,CFS,CFS,go
68,73,8,191,91,88,CFS,Not Studied,nogo
23,53,8,191,86,90,Not Studied,Not Studied,go
115,118,8,191,85,85,Binocular,Binocular,go
2,187,9,191,103,103,Binocular,Binocular,go
57,90,9,191,106,99,CFS,Binocular,nogo
179,177,9,191,105,102,Binocular,Not Studied,go
126,167,9,191,104,98,Not Studied,CFS,go
112,37,9,191,108,104,CFS,Not Studied,go
33,157,9,191,99,107,Not Studied,Not Studied,go
100,124,9,191,100,106,Binocular,CFS,go
3,6,9,191,98,108,Not Studied,Binocular,go
176,154,9,191,102,105,CFS,CFS,nogo
6,3,9,191,101,100,CFS,Not Studied,nogo
28,137,9,191,97,101,Not Studied,CFS,go
131,174,9,191,107,97,Binocular,Binocular,go
118,115,10,191,116,114,Binocular,Not Studied,go
34,4,10,191,110,117,CFS,CFS,nogo
146,147,10,191,111,109,Binocular,Binocular,go
60,191,10,191,112,116,Not Studied,Not Studied,go
19,189,10,191,114,115,CFS,Binocular,go
14,139,10,191,120,120,Not Studied,Binocular,go
102,110,10,191,113,111,Binocular,Binocular,nogo
30,69,10,191,119,119,Not Studied,Not Studied,go
88,40,10,191,117,110,CFS,CFS,go
15,145,10,191,115,113,CFS,CFS,go
18,39,10,191,118,118,Not Studied,CFS,go
183,185,10,191,109,112,Binocular,Not Studied,nogo
153,8,1,192,8,11,CFS,Binocular,nogo
50,80,1,192,1,7,Not Studied,CFS,nogo
61,121,1,192,10,6,CFS,Binocular,go
32,122,1,192,5,10,Binocular,Not Studied,go
53,23,1,192,4,8,Not Studied,Binocular,go
143,128,1,192,7,12,Binocular,CFS,go
141,155,1,192,2,9,CFS,Not Studied,go
184,181,1,192,9,1,Binocular,CFS,go
172,170,1,192,3,3,Not Studied,CFS,go
56,99,1,192,12,4,Not Studied,Binocular,go
8,153,1,192,6,2,Binocular,Not Studied,go
85,25,1,192,11,5,CFS,Not Studied,nogo
4,34,2,192,21,17,CFS,Not Studied,nogo
147,146,2,192,16,14,Not Studied,Not Studied,go
107,64,2,192,13,19,CFS,CFS,nogo
25,85,2,192,23,15,Binocular,CFS,go
110,102,2,192,18,23,Not Studied,Binocular,nogo
177,179,2,192,20,20,Binocular,Binocular,go
16,13,2,192,24,24,CFS,CFS,go
155,141,2,192,15,18,Binocular,Binocular,go
81,96,2,192,17,22,Not Studied,Not Studied,go
161,163,2,192,14,21,Not Studied,Not Studied,go
45,165,2,192,22,16,Binocular,Binocular,go
69,30,2,192,19,13,CFS,CFS,go
121,61,3,192,32,33,CFS,Not Studied,go
95,66,3,192,27,28,Not Studied,Binocular,go
174,131,3,192,34,35,CFS,Binocular,nogo
117,135,3,192,28,25,Binocular,CFS,go
122,32,3,192,35,36,Not Studied,CFS,go
113,76,3,192,25,32,Binocular,Binocular,go
97,151,3,192,31,34,CFS,Not Studied,go
111,125,3,192,26,26,Binocular,Not Studied,go
163,161,3,192,36,29,Not Studied,Not Studied,nogo
78,98,3,192,30,27,Not Studied,CFS,go
52,26,3,192,29,31,Binocular,CFS,nogo
11,103,3,192,33,30,CFS,Binocular,go
133,192,4,192,41,40,CFS,Binocular,go
157,33,4,192,47,48,Not Studied,CFS,go
59,79,4,192,45,39,CFS,CFS,go
154,176,4,192,42,47,Binocular,Binocular,nogo
89,72,4,192,38,46,Not Studied,Not Studied,go
119,7,4,192,39,45,Binocular,Not Studied,go
125,111,4,192,37,38,CFS,Not Studied,go
139,14,4,192,46,42,Binocular,Binocular,go
64,107,4,192,44,43,Not Studied,CFS,nogo
43,44,4,192,48,41,Not Studied,Not Studied,nogo
26,52,4,192,43,37,Binocular,CFS,go
62,123,4,192,40,44,CFS,Binocular,go
185,183,5,192,50,57,CFS,Not Studied,go
72,89,5,192,53,53,Not Studied,Not Studied,nogo
170,172,5,192,54,58,CFS,Not Studied,go
151,97,5,192,51,55,Binocular,CFS,nogo
124,100,5,192,55,49,Not Studied,CFS,go
20,71,5,192,49,52,Binocular,Binocular,go
71,20,5,192,59,56,CFS,Binocular,go
86,29,5,192,56,59,Binocular,Binocular,nogo
98,78,5,192,58,50,Not Studied,Not Studied,go
159,162,5,192,57,54,Not Studied,Binocular,go
144,140,5,192,52,60,Binocular,CFS,go
181,184,5,192,60,51,CFS,CFS,go
13,16,6,192,67,70,CFS,Not Studied,go
103,11,6,192,66,64,Not Studied,Binocular,go
129,166,6,192,72,62,CFS,Not Studied,go
140,144,6,192,64,67,Binocular,CFS,nogo
150,156,6,192,69,65,Not Studied,Not Studied,nogo
128,143,6,192,71,68,Binocular,Binocular,go
90,57,6,192,62,63,CFS,CFS,go
162,159,6,192,68,66,Binocular,Binocular,go
123,62,6,192,70,69,Not Studied,Not Studied,go
7,119,6,192,65,72,Not Studied,CFS,go
73,68,6,192,63,61,Binocular,CFS,go
165,45,6,192,61,71,CFS,Binocular,nogo
80,50,7,192,84,77,CFS,Not Studied,nogo
44,43,7,192,75,82,Not Studied,Not Studied,go
31,47,7,192,79,73,CFS,CFS,go
37,112,7,192,83,78,Binocular,Binocular,go
79,59,7,192,82,79,Not Studied,CFS,nogo
166,129,7,192,76,76,Binocular,Binocular,go
58,74,7,192,77,75,CFS,CFS,go
99,56,7,192,73,74,Binocular,Not Studied,go
47,31,7,192,81,83,Not Studied,Binocular,nogo
74,58,7,192,74,80,Not Studied,Binocular,go
40,88,7,192,80,84,Binocular,CFS,go
167,126,7,192,78,81,CFS,Not Studied,go
96,81,8,192,85,87,CFS,CFS,go
137,28,8,192,88,89,Not Studied,Not Studied,nogo
76,113,8,192,95,90,CFS,Binocular,go
135,117,8,192,86,88,Binocular,Binocular,go
39,18,8,192,92,91,Not Studied,CFS,nogo
66,95,8,192,91,96,Binocular,CFS,go
145,15,8,192,87,93,CFS,Not Studied,go
29,86,8,192,93,95,Binocular,Binocular,nogo
156,150,8,192,94,92,Not Studied,Binocular,go
68,73,8,192,89,86,Not Studied,Not Studied,go
23,53,8,192,96,94,Binocular,Not Studied,go
115,118,8,192,90,85,CFS,CFS,go
2,187,9,192,105,102,CFS,Binocular,go
57,90,9,192,98,101,Not Studied,Not Studied,nogo
179,177,9,192,103,106,CFS,Not Studied,go
126,167,9,192,102,99,Binocular,CFS,go
112,37,9,192,100,98,Not Studied,Not Studied,go
33,157,9,192,106,103,Binocular,CFS,nogo
100,124,9,192,101,104,CFS,Binocular,go
3,6,9,192,104,107,Binocular,Binocular,nogo
176,154,9,192,107,105,Not Studied,Not Studied,go
6,3,9,192,99,100,Not Studied,Binocular,go
28,137,9,192,97,108,Binocular,CFS,go
131,174,9,192,108,97,CFS,CFS,go
118,115,10,192,110,117,CFS,Not Studied,go
34,4,10,192,119,120,Not Studied,CFS,go
146,147,10,192,112,118,CFS,Not Studied,go
60,191,10,192,113,119,Binocular,Binocular,nogo
19,189,10,192,114,112,Not Studied,Binocular,go
14,139,10,192,120,111,Binocular,CFS,go
102,110,10,192,109,116,CFS,Binocular,go
30,69,10,192,111,115,Binocular,CFS,nogo
88,40,10,192,117,109,Not Studied,CFS,go
15,145,10,192,115,110,Not Studied,Not Studied,go
18,39,10,192,116,114,Binocular,Binocular,go
183,185,10,192,118,113,CFS,Not Studied,nogo
153,8,1,193,12,11,Not Studied,CFS,go
50,80,1,193,2,8,Binocular,CFS,go
61,121,1,193,10,3,Not Studied,Not Studied,go
32,122,1,193,3,7,CFS,Not Studied,go
53,23,1,193,8,2,Binocular,Binocular,nogo
143,128,1,193,7,5,CFS,Binocular,go
141,155,1,193,11,4,Not Studied,CFS,go
184,181,1,193,6,10,CFS,Binocular,go
172,170,1,193,9,12,Binocular,Not Studied,go
56,99,1,193,4,9,Binocular,Binocular,go
8,153,1,193,5,1,CFS,Not Studied,nogo
85,25,1,193,1,6,Not Studied,CFS,nogo
4,34,2,193,13,16,Not Studied,CFS,go
147,146,2,193,21,22,Binocular,Binocular,go
107,64,2,193,23,14,Not Studied,Binocular,nogo
25,85,2,193,22,18,CFS,CFS,nogo
110,102,2,193,18,23,Binocular,CFS,go
177,179,2,193,14,20,CFS,CFS,go
16,13,2,193,20,24,Not Studied,Not Studied,go
155,141,2,193,17,21,CFS,Binocular,go
81,96,2,193,24,13,Binocular,Not Studied,nogo
161,163,2,193,15,19,Binocular,Not Studied,go
45,165,2,193,19,17,CFS,Binocular,go
69,30,2,193,16,15,Not Studied,Not Studied,go
121,61,3,193,32,30,Not Studied,CFS,nogo
95,66,3,193,30,26,Binocular,Binocular,nogo
174,131,3,193,28,29,Not Studied,Binocular,go
117,135,3,193,29,32,CFS,CFS,go
122,32,3,193,26,27,Binocular,Not Studied,go
113,76,3,193,33,31,CFS,Not Studied,go
97,151,3,193,27,34,Not Studied,Binocular,go
111,125,3,193,35,36,CFS,Not Studied,go
163,161,3,193,25,33,Binocular,Binocular,go
78,98,3,193,34,35,Binocular,CFS,go
52,26,3,193,36,25,CFS,Not Studied,nogo
11,103,3,193,31,28,Not Studied,CFS,go
133,192,4,193,43,39,Not Studied,Not Studied,go
157,33,4,193,38,45,Binocular,Binocular,go
59,79,4,193,42,41,Not Studied,Binocular,go
154,176,4,193,37,40,CFS,CFS,go
89,72,4,193,39,38,Binocular,Binocular,nogo
119,7,4,193,44,43,CFS,Not Studied,go
125,111,4,193,48,42,Not Studied,CFS,nogo
139,14,4,193,41,47,CFS,CFS,go
64,107,4,193,46,44,Binocular,CFS,go
43,44,4,193,40,37,Binocular,Not Studied,nogo
26,52,4,193,47,48,CFS,Not Studied,go
62,123,4,193,45,46,Not Studied,Binocular,go
185,183,5,193,49,53,Not Studied,Binocular,go
72,89,5,193,57,58,Binocular,Binocular,go
170,172,5,193,54,60,Not Studied,Not Studied,go
151,97,5,193,52,50,CFS,Binocular,nogo
124,100,5,193,50,55,Binocular,Not Studied,go
20,71,5,193,60,49,CFS,Not Studied,nogo
71,20,5,193,53,57,Not Studied,Binocular,go
86,29,5,193,51,56,CFS,CFS,go
98,78,5,193,58,54,Binocular,CFS,nogo
159,162,5,193,59,59,Binocular,CFS,go
144,140,5,193,55,51,CFS,Not Studied,go
181,184,5,193,56,52,Not Studied,CFS,go
13,16,6,193,67,62,Not Studied,Binocular,nogo
103,11,6,193,66,70,Binocular,Binocular,go
129,166,6,193,62,65,Not Studied,Binocular,go
140,144,6,193,72,61,CFS,Not Studied,nogo
150,156,6,193,61,64,Binocular,CFS,go
128,143,6,193,64,68,CFS,CFS,go
90,57,6,193,69,69,Not Studied,Binocular,go
162,159,6,193,71,63,CFS,Not Studied,go
123,62,6,193,70,71,Binocular,CFS,go
7,119,6,193,63,72,Binocular,Not Studied,go
73,68,6,193,65,67,CFS,Not Studied,go
165,45,6,193,68,66,Not Studied,CFS,nogo
80,50,7,193,78,82,Not Studied,Binocular,go
44,43,7,193,75,81,Binocular,Binocular,go
31,47,7,193,84,83,Not Studied,CFS,go
37,112,7,193,82,80,CFS,CFS,go
79,59,7,193,80,79,Binocular,Not Studied,go
166,129,7,193,74,75,CFS,Not Studied,go
58,74,7,193,76,73,Not Studied,Not Studied,nogo
99,56,7,193,83,84,CFS,Not Studied,go
47,31,7,193,77,76,Binocular,CFS,go
74,58,7,193,81,77,Binocular,Binocular,go
40,88,7,193,79,74,CFS,Binocular,nogo
167,126,7,193,73,78,Not Studied,CFS,nogo
96,81,8,193,86,88,Not Studied,CFS,go
137,28,8,193,89,86,Binocular,Binocular,nogo
76,113,8,193,87,94,Not Studied,Binocular,go
135,117,8,193,88,95,CFS,CFS,go
39,18,8,193,90,96,Binocular,Not Studied,go
66,95,8,193,93,91,CFS,Not Studied,go
145,15,8,193,96,85,Not Studied,Not Studied,nogo
29,86,8,193,95,93,CFS,Binocular,go
156,150,8,193,91,89,Binocular,Binocular,go
68,73,8,193,92,92,Binocular,CFS,go
23,53,8,193,94,90,CFS,CFS,nogo
115,118,8,193,85,87,Not Studied,Not Studied,go
2,187,9,193,104,103,Not Studied,Not Studied,go
57,90,9,193,105,98,Binocular,Binocular,nogo
179,177,9,193,106,105,Not Studied,Binocular,go
126,167,9,193,102,99,CFS,Not Studied,go
112,37,9,193,103,106,Binocular,Binocular,go
33,157,9,193,101,104,CFS,CFS,go
100,124,9,193,100,108,Not Studied,Not Studied,go
3,6,9,193,97,101,CFS,Binocular,go
176,154,9,193,98,102,Binocular,CFS,nogo
6,3,9,193,99,97,Binocular,Not Studied,nogo
28,137,9,193,107,100,CFS,CFS,go
131,174,9,193,108,107,Not Studied,CFS,go
118,115,10,193,117,120,Not Studied,Not Studied,go
34,4,10,193,116,109,Binocular,Not Studied,nogo
146,147,10,193,109,117,Not Studied,Binocular,go
60,191,10,193,111,115,CFS,Not Studied,go
19,189,10,193,112,111,Binocular,Not Studied,go
14,139,10,193,119,112,CFS,CFS,go
102,110,10,193,118,118,Not Studied,Binocular,go
30,69,10,193,113,110,CFS,Binocular,nogo
88,40,10,193,110,119,Binocular,CFS,go
15,145,10,193,115,114,Binocular,CFS,nogo
18,39,10,193,114,113,CFS,Binocular,go
183,185,10,193,120,116,Not Studied,CFS,go
153,8,1,194,6,3,Binocular,Binocular,go
50,80,1,194,8,4,CFS,Not Studied,go
61,121,1,194,11,1,Binocular,Binocular,go
32,122,1,194,3,9,Not Studied,CFS,go
53,23,1,194,9,10,CFS,CFS,nogo
143,128,1,194,10,11,Not Studied,Not Studied,go
141,155,1,194,12,8,Binocular,Not Studied,nogo
184,181,1,194,5,6,Not Studied,Not Studied,go
172,170,1,194,7,5,CFS,CFS,go
56,99,1,194,2,7,CFS,Binocular,go
8,153,1,194,4,12,Not Studied,Binocular,nogo
85,25,1,194,1,2,Binocular,CFS,go
4,34,2,194,15,19,Binocular,Binocular,go
147,146,2,194,14,16,CFS,Not Studied,go
107,64,2,194,23,17,Binocular,CFS,go
25,85,2,194,24,13,Not Studied,Binocular,go
110,102,2,194,22,18,CFS,Not Studied,go
177,179,2,194,16,21,Not Studied,CFS,go
16,13,2,194,13,20,Binocular,Not Studied,nogo
155,141,2,194,17,23,Not Studied,Not Studied,go
81,96,2,194,19,14,CFS,CFS,go
161,163,2,194,20,24,CFS,Binocular,nogo
45,165,2,194,18,15,Not Studied,Binocular,go
69,30,2,194,21,22,Binocular,CFS,nogo
121,61,3,194,31,28,Binocular,Not Studied,go
95,66,3,194,34,36,CFS,Binocular,nogo
174,131,3,194,30,31,Binocular,Binocular,go
117,135,3,194,35,35,Not Studied,Not Studied,go
122,32,3,194,29,25,CFS,Binocular,go
113,76,3,194,27,29,Not Studied,CFS,go
97,151,3,194,33,33,Binocular,CFS,go
111,125,3,194,32,26,Not Studied,CFS,go
163,161,3,194,36,32,CFS,Not Studied,nogo
78,98,3,194,26,30,CFS,Not Studied,go
52,26,3,194,25,34,Not Studied,CFS,nogo
11,103,3,194,28,27,Binocular,Binocular,go
133,192,4,194,42,46,Binocular,CFS,nogo
157,33,4,194,48,42,CFS,Not Studied,go
59,79,4,194,38,38,Binocular,CFS,go
154,176,4,194,46,45,Not Studied,CFS,go
89,72,4,194,37,47,CFS,Not Studied,go
119,7,4,194,39,48,Not Studied,Binocular,nogo
125,111,4,194,47,41,Binocular,CFS,go
139,14,4,194,45,43,Not Studied,Binocular,go
64,107,4,194,40,37,CFS,Binocular,go
43,44,4,194,44,40,CFS,Not Studied,go
26,52,4,194,43,44,Not Studied,Not Studied,nogo
62,123,4,194,41,39,Binocular,Binocular,go
185,183,5,194,58,50,Binocular,CFS,go
72,89,5,194,54,60,CFS,Binocular,nogo
170,172,5,194,56,56,Binocular,Not Studied,nogo
151,97,5,194,52,51,Not Studied,Binocular,go
124,100,5,194,59,58,CFS,CFS,nogo
20,71,5,194,53,54,Not Studied,Not Studied,go
71,20,5,194,55,53,Binocular,CFS,go
86,29,5,194,51,49,Not Studied,Binocular,go
98,78,5,194,57,57,CFS,CFS,go
159,162,5,194,50,52,CFS,Not Studied,go
144,140,5,194,60,55,Not Studied,Binocular,go
181,184,5,194,49,59,Binocular,Not Studied,go
13,16,6,194,69,69,Binocular,CFS,go
103,11,6,194,61,72,CFS,Binocular,nogo
129,166,6,194,62,64,Binocular,Not Studied,go
140,144,6,194,64,66,Not Studied,Not Studied,go
150,156,6,194,66,70,CFS,CFS,nogo
128,143,6,194,67,61,Not Studied,Binocular,go
90,57,6,194,68,65,Binocular,CFS,go
162,159,6,194,71,63,Not Studied,Binocular,go
123,62,6,194,63,68,CFS,Not Studied,nogo
7,119,6,194,70,71,CFS,Not Studied,go
73,68,6,194,65,62,Not Studied,CFS,go
165,45,6,194,72,67,Binocular,Binocular,go
80,50,7,194,74,81,Binocular,CFS,go
44,43,7,194,84,84,CFS,Binocular,nogo
31,47,7,194,73,73,Binocular,Binocular,go
37,112,7,194,76,80,Not Studied,Not Studied,nogo
79,59,7,194,75,83,CFS,Not Studied,go
166,129,7,194,81,74,Not Studied,CFS,go
58,74,7,194,82,77,Binocular,CFS,go
99,56,7,194,78,79,Not Studied,Binocular,go
47,31,7,194,80,82,CFS,CFS,nogo
74,58,7,194,77,78,CFS,Not Studied,go
40,88,7,194,83,76,Not Studied,Not Studied,go
167,126,7,194,79,75,Binocular,Binocular,go
96,81,8,194,93,94,Binocular,CFS,nogo
137,28,8,194,89,90,CFS,Not Studied,go
76,113,8,194,90,86,Binocular,CFS,go
135,117,8,194,85,96,Not Studied,Binocular,nogo
39,18,8,194,86,89,CFS,CFS,go
66,95,8,194,96,92,Not Studied,Not Studied,nogo
145,15,8,194,87,85,Binocular,Binocular,go
29,86,8,194,88,95,Not Studied,Not Studied,go
156,150,8,194,95,93,CFS,CFS,go
68,73,8,194,92,91,CFS,Binocular,go
23,53,8,194,91,88,Not Studied,Not Studied,go
115,118,8,194,94,87,Binocular,Binocular,go
2,187,9,194,107,99,Binocular,Binocular,go
57,90,9,194,99,100,CFS,Not Studied,go
